16
256,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3
0.080805,-0.042107,-0.067564,0.040892,-0.045151,-0.049391,-0.034834,-0.082113
-0.032234,-0.051593,0.035050,-0.087244,0.080286,0.037184,-0.007969,-0.033047
0.053407,0.048828,0.016862,0.074707,0.030615,0.016668,-0.011978,0.050311
0.009107,-0.046605,0.081395,-0.002605,0.086382,-0.086573,0.004912,0.079119
-0.038681,0.025436,0.032785,0.005567,0.064126,0.083685,0.012043,-0.055887
-0.054291,-0.041891,-0.053702,-0.061136,0.083844,0.024169,-0.005312,0.049516
-0.013331,-0.077461,0.036866,-0.069865,0.028052,-0.065983,0.069736,-0.050746
-0.022176,0.061964,0.036190,-0.022858,0.064770,-0.049647,-0.031049,-0.062144
0.066096,-0.087352,0.033090,0.043388,0.086152,-0.045452,0.076965,-0.056378
0.002689,-0.065720,-0.028128,0.000071,0.048262,0.052936,-0.037378,-0.053424
0.064979,0.086600,-0.033884,0.006760,-0.065899,-0.054479,0.046079,0.000256
-0.080078,-0.007476,0.066679,0.074965,0.032714,-0.054889,-0.074370,0.010279
-0.053496,0.046392,-0.033648,-0.053396,-0.086779,-0.047888,-0.020218,0.005192
-0.024254,0.039434,-0.082314,-0.061785,0.004112,-0.034924,-0.025812,-0.017889
-0.033902,0.028088,0.078227,-0.009908,0.061281,0.031918,0.079054,0.071511
-0.061090,0.056771,0.059187,0.061396,-0.086662,0.069792,-0.016258,-0.049175
0.030084,0.038186,-0.013427,0.033719,0.079945,0.052284,-0.049003,-0.030495
0.004468,-0.043237,-0.003554,-0.077127,0.011075,0.055510,-0.006169,0.067097
-0.002773,-0.016783,-0.030817,-0.026602,-0.072818,-0.043919,-0.042814,-0.044178
-0.072605,-0.072638,-0.070141,-0.067687,0.085683,-0.001823,-0.027685,0.029128
-0.049093,0.046867,-0.023929,-0.055310,0.009840,0.011474,0.003218,-0.071886
0.059416,0.087431,-0.059194,-0.014882,0.054436,0.018736,-0.035327,-0.034487
-0.083322,0.021420,0.028891,-0.064352,0.066528,0.070378,-0.018781,0.084418
-0.087773,-0.001416,-0.070098,-0.086795,-0.090394,-0.013151,0.032231,-0.049364
-0.052035,-0.080841,-0.014719,0.049935,0.020859,0.073672,0.067953,-0.006695
